origin_id,origin_type,dest_id,dest_type,distance_miles,transit_time_hours,lane_cost_usd,time_assumption,cost_assumption,mode
Washington DC,DC,CUST_35,Customer,154.9836176118781,3.0996723522375618,464.95085283563424,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_36,Customer,87.28113497432659,1.7456226994865318,261.84340492297974,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_37,Customer,78.86950972633036,1.5773901945266073,236.6085291789911,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_38,Customer,178.2196827983447,3.564393655966894,534.6590483950341,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_39,Customer,126.85215622699417,2.5370431245398835,380.5564686809825,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_40,Customer,101.24143403761943,2.0248286807523885,303.72430211285825,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_41,Customer,60.81085223987984,1.2162170447975968,182.43255671963954,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_42,Customer,73.90894297446872,1.4781788594893743,221.72682892340615,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_43,Customer,176.3187652277402,3.526375304554804,528.9562956832206,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_44,Customer,57.73218335514731,1.1546436671029463,173.19655006544195,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_45,Customer,27.90464886168628,0.9301549620562093,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_46,Customer,45.38171802176309,1.5127239340587697,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_47,Customer,70.80140147547353,1.4160280295094705,212.40420442642056,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_48,Customer,140.27823283594216,2.8055646567188433,420.8346985078265,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_49,Customer,90.67839078714692,1.8135678157429385,272.0351723614408,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_50,Customer,145.94584427527204,2.918916885505441,437.8375328258161,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_51,Customer,252.7315341524028,5.054630683048056,758.1946024572084,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_52,Customer,58.159382723085926,1.1631876544617186,174.4781481692578,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_53,Customer,57.2987616205183,1.145975232410366,171.8962848615549,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_54,Customer,152.46691498743712,3.0493382997487424,457.40074496231136,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_55,Customer,93.67867146051053,1.8735734292102106,281.0360143815316,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_56,Customer,48.55285610152193,1.6184285367173978,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_57,Customer,73.41251586796953,1.4682503173593906,220.23754760390858,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_58,Customer,16.44981931524133,0.5483273105080444,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_59,Customer,52.6416222035538,1.0528324440710761,157.9248666106614,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_60,Customer,25.842146052504244,0.8614048684168082,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_61,Customer,56.72814859896702,1.1345629719793404,170.18444579690106,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_62,Customer,51.45491199292688,1.0290982398585375,154.36473597878063,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_63,Customer,130.62956254812872,2.6125912509625744,391.88868764438615,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_64,Customer,100.10436184873507,2.002087236974701,300.31308554620523,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_65,Customer,62.85429137756697,1.2570858275513395,188.56287413270093,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_66,Customer,129.6162602012386,2.592325204024772,388.8487806037158,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_67,Customer,134.69941741425126,2.6939883482850253,404.0982522427538,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_68,Customer,104.58809555326218,2.0917619110652437,313.76428665978653,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_69,Customer,130.02194437556693,2.6004388875113387,390.0658331267008,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_70,Customer,80.81608830553452,1.6163217661106903,242.44826491660356,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_71,Customer,110.48905364456697,2.209781072891339,331.4671609337009,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_72,Customer,86.34675457769895,1.726935091553979,259.0402637330968,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_73,Customer,85.08684075503655,1.701736815100731,255.26052226510964,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_74,Customer,132.3798810441685,2.6475976208833703,397.1396431325055,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_75,Customer,85.17911663864945,1.7035823327729889,255.53734991594834,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_76,Customer,26.235586489310787,0.8745195496436929,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_77,Customer,120.77501961968531,2.415500392393706,362.32505885905596,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_78,Customer,136.16654520845915,2.723330904169183,408.49963562537744,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_79,Customer,84.74297373317819,1.6948594746635637,254.22892119953457,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_80,Customer,61.98880989774101,1.23977619795482,185.966429693223,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_81,Customer,98.12752794729015,1.962550558945803,294.3825838418704,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_82,Customer,153.28004421975623,3.0656008843951246,459.8401326592687,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_83,Customer,64.39094304411782,1.2878188608823564,193.17282913235346,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_84,Customer,78.31630033740728,1.5663260067481457,234.94890101222185,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_85,Customer,104.38542398670167,2.0877084797340335,313.156271960105,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_86,Customer,123.39749543849967,2.4679499087699934,370.192486315499,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_87,Customer,41.32080576900548,1.3773601923001828,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_88,Customer,65.64520700162892,1.3129041400325783,196.93562100488674,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_89,Customer,99.23875213958503,1.9847750427917006,297.7162564187551,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_90,Customer,52.77711550093875,1.055542310018775,158.33134650281625,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_91,Customer,62.74011969779852,1.2548023939559705,188.22035909339556,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_92,Customer,51.911696061326616,1.0382339212265324,155.73508818397985,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_93,Customer,27.619683216855062,0.9206561072285021,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_94,Customer,169.1648039825697,3.383296079651394,507.4944119477091,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_95,Customer,114.91378254365695,2.298275650873139,344.74134763097084,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_96,Customer,176.88769474165906,3.5377538948331813,530.6630842249772,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_97,Customer,11.593770692729015,0.38645902309096714,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_98,Customer,69.71793078360862,1.3943586156721723,209.15379235082588,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_99,Customer,82.60512714000677,1.6521025428001355,247.81538142002032,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_100,Customer,56.78096382793503,1.1356192765587005,170.3428914838051,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_101,Customer,100.22510217717053,2.0045020435434107,300.6753065315116,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_102,Customer,111.88303669505133,2.2376607339010266,335.649110085154,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_103,Customer,13.05222452503462,0.4350741508344873,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_104,Customer,83.477685314949,1.66955370629898,250.433055944847,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_105,Customer,86.3804530126656,1.7276090602533118,259.1413590379968,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_106,Customer,70.7771194626379,1.4155423892527579,212.3313583879137,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_107,Customer,88.59797844436804,1.7719595688873608,265.7939353331041,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_108,Customer,98.6031724893504,1.972063449787008,295.8095174680512,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_109,Customer,71.9566984105286,1.4391339682105722,215.87009523158582,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_110,Customer,69.72689054436637,1.3945378108873274,209.1806716330991,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_111,Customer,72.50762588119387,1.4501525176238774,217.52287764358164,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_112,Customer,173.2187052979551,3.464374105959102,519.6561158938653,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_113,Customer,123.64458762594984,2.4728917525189966,370.9337628778495,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_114,Customer,15.580878227092134,0.5193626075697378,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_115,Customer,73.10497508553135,1.462099501710627,219.31492525659405,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_116,Customer,71.19875429675812,1.4239750859351625,213.59626289027437,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_117,Customer,154.48264375629367,3.089652875125873,463.447931268881,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_118,Customer,151.77106980957146,3.0354213961914294,455.31320942871434,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_119,Customer,141.28288709952844,2.8256577419905686,423.8486612985853,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_120,Customer,61.29295243353777,1.2258590486707555,183.8788573006133,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_121,Customer,71.48968420921202,1.4297936841842402,214.46905262763605,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_122,Customer,94.46546283844899,1.8893092567689798,283.396388515347,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_123,Customer,150.28352143175573,3.005670428635115,450.8505642952672,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_124,Customer,137.4010007756301,2.748020015512602,412.2030023268903,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_125,Customer,119.75576075953592,2.3951152151907182,359.26728227860775,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_126,Customer,49.76017274946473,1.6586724249821576,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_127,Customer,125.57656685543844,2.511531337108769,376.72970056631533,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_128,Customer,127.50647338199545,2.550129467639909,382.5194201459864,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_129,Customer,37.259131980158344,1.241971066005278,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_130,Customer,110.54791893453151,2.21095837869063,331.64375680359456,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_131,Customer,41.199708934314316,1.3733236311438106,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_132,Customer,233.1826289130559,4.663652578261118,699.5478867391678,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_133,Customer,62.04011995103047,1.2408023990206094,186.1203598530914,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_134,Customer,128.3857540103269,2.567715080206538,385.15726203098075,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_135,Customer,108.90435575958647,2.178087115191729,326.7130672787594,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_136,Customer,151.58066593570842,3.0316133187141685,454.74199780712524,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_137,Customer,12.024805175776399,0.40082683919254664,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_138,Customer,135.271713242752,2.7054342648550405,405.81513972825604,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_139,Customer,198.7370127839514,3.974740255679028,596.2110383518542,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_140,Customer,150.93568509093586,3.0187137018187173,452.8070552728076,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_141,Customer,134.4273404258461,2.688546808516922,403.2820212775383,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_142,Customer,139.04104490449294,2.7808208980898588,417.1231347134788,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_143,Customer,122.61928050121828,2.4523856100243657,367.85784150365487,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_144,Customer,55.770257017732035,1.1154051403546408,167.3107710531961,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_145,Customer,130.81979259956458,2.6163958519912915,392.4593777986937,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_146,Customer,265.9506666738609,5.319013333477218,797.8520000215826,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_147,Customer,63.50669663179906,1.2701339326359813,190.52008989539718,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_148,Customer,116.05206905852621,2.321041381170524,348.15620717557863,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_149,Customer,107.80833037377812,2.1561666074755625,323.42499112133436,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_150,Customer,107.24652450545624,2.144930490109125,321.7395735163687,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_151,Customer,61.70545261902448,1.2341090523804896,185.11635785707344,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_152,Customer,94.68001850956729,1.8936003701913457,284.0400555287019,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_153,Customer,75.23731683557033,1.5047463367114065,225.711950506711,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_154,Customer,223.36036505699315,4.4672073011398625,670.0810951709794,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_155,Customer,58.070668827509394,1.161413376550188,174.21200648252818,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_156,Customer,20.766979148700745,0.6922326382900248,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_157,Customer,62.34576238389314,1.2469152476778627,187.0372871516794,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_158,Customer,149.13129065153464,2.9826258130306926,447.3938719546039,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_159,Customer,129.17897289798083,2.5835794579596167,387.5369186939425,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_160,Customer,152.56831306141132,3.0513662612282264,457.7049391842339,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_161,Customer,18.921281819804722,0.6307093939934908,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_162,Customer,83.21252775948379,1.6642505551896758,249.63758327845136,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_163,Customer,129.96150753013754,2.5992301506027506,389.88452259041264,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_164,Customer,120.73656981964595,2.414731396392919,362.2097094589378,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_165,Customer,23.748357919263054,0.7916119306421018,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_166,Customer,53.96589577098894,1.079317915419779,161.89768731296684,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_167,Customer,92.74301908373256,1.8548603816746512,278.2290572511977,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_168,Customer,79.49201499683123,1.5898402999366246,238.47604499049368,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_169,Customer,99.2136784214043,1.9842735684280859,297.64103526421286,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_170,Customer,144.57066411885333,2.8914132823770666,433.71199235656,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_171,Customer,132.53344497656067,2.6506688995312135,397.60033492968205,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_172,Customer,73.60602946672788,1.4721205893345575,220.81808840018363,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_173,Customer,6.331960665690796,0.21106535552302655,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_174,Customer,51.725372348408804,1.034507446968176,155.17611704522642,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_175,Customer,75.66674559403667,1.5133349118807333,227.00023678211,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_176,Customer,41.11535377141652,1.3705117923805508,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_177,Customer,104.18334717283442,2.0836669434566883,312.55004151850324,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_178,Customer,62.75323866109611,1.2550647732219222,188.25971598328834,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_179,Customer,85.05244393551273,1.7010488787102545,255.1573318065382,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_180,Customer,114.22931455769195,2.284586291153839,342.68794367307584,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_181,Customer,84.81329968818761,1.6962659937637523,254.43989906456284,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_182,Customer,29.208341373743874,0.9736113791247958,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_183,Customer,34.42135886503233,1.147378628834411,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_184,Customer,102.91921141635548,2.0583842283271094,308.7576342490664,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_185,Customer,32.678290697983,1.0892763565994334,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_186,Customer,170.47560171835207,3.4095120343670415,511.4268051550562,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_187,Customer,125.17480461917019,2.5034960923834038,375.5244138575106,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_188,Customer,55.35919415057064,1.1071838830114127,166.07758245171192,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_189,Customer,123.40901576423609,2.4681803152847217,370.2270472927083,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_190,Customer,48.52507474292189,1.6175024914307297,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_191,Customer,204.04819551338335,4.080963910267667,612.14458654015,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_192,Customer,13.82641912709626,0.46088063756987535,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_193,Customer,97.78503727842735,1.9557007455685471,293.35511183528206,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_194,Customer,124.12055102792343,2.4824110205584686,372.3616530837703,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_195,Customer,86.47274243702627,1.7294548487405255,259.4182273110788,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_196,Customer,73.39053136939246,1.4678106273878493,220.17159410817737,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_197,Customer,63.3383841935702,1.266767683871404,190.0151525807106,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_198,Customer,44.42564648403407,1.4808548828011356,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_199,Customer,31.387605115501128,1.0462535038500376,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_200,Customer,23.085446985648556,0.7695148995216186,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_201,Customer,69.66773762402372,1.3933547524804744,209.00321287207115,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_202,Customer,97.96949516055304,1.9593899032110607,293.9084854816591,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_203,Customer,41.091613069024184,1.3697204356341395,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_204,Customer,107.41454805337132,2.1482909610674263,322.24364416011394,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_205,Customer,94.40898646702274,1.8881797293404547,283.22695940106826,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_206,Customer,69.87570545914477,1.3975141091828953,209.6271163774343,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_207,Customer,79.44184980728392,1.5888369961456783,238.32554942185175,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_208,Customer,63.60437860577606,1.2720875721155211,190.8131358173282,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_209,Customer,119.6280422401648,2.3925608448032962,358.8841267204944,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_210,Customer,104.23810412515535,2.084762082503107,312.714312375466,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_211,Customer,13.450374729363212,0.44834582431210707,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_212,Customer,115.2754511732829,2.305509023465658,345.8263535198487,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_213,Customer,21.367022732146406,0.7122340910715469,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_214,Customer,52.616512746459655,1.052330254929193,157.84953823937897,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_215,Customer,41.23759691710581,1.374586563903527,250.0,Local,Flat $250 min,FTL
Washington DC,DC,CUST_216,Customer,64.93533751128282,1.2987067502256564,194.80601253384847,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_217,Customer,136.89463324239026,2.7378926648478052,410.6838997271708,Medium Haul,$3.00/mi tier,FTL
Washington DC,DC,CUST_218,Customer,165.85815705559276,3.317163141111855,497.57447116677827,Medium Haul,$3.00/mi tier,FTL
